name,mmsi,imo,call_sign,vessel_type__sub_type,gross_tonnage,deadweight,length,year_built,built_at_(shipyard),country,url
LUNIK,257025840,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lunik-mmsi-257025840
LUOI,574112883,-,1234567,Fishing / FISHING,-,-,26 m,-,-,-,https://magicport.ai/vessels/fishing/luoi-mmsi-574112883
LUOI 37 P3,574011126,-,-,Fishing / FISHING,-,-,-,-,-,Vietnam,https://magicport.ai/vessels/fishing/luoi-37-p3-mmsi-574011126
LUOI 59 .A6 A4,574431979,-,-,Fishing / FISHING,-,-,-,-,-,Vietnam,https://magicport.ai/vessels/fishing/luoi-59-a6-a4-mmsi-574431979
LUOI 72 A7,574235687,-,-,Fishing / FISHING,-,-,-,-,-,Vietnam,https://magicport.ai/vessels/fishing/luoi-72-a7-mmsi-574235687
LUOI 72 B17,574939361,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luoi-72-b17-mmsi-574939361
LUOI 81 P6 100,574565430,-,1234567,Fishing / FISHING,-,-,26 m,-,-,Vietnam,https://magicport.ai/vessels/fishing/luoi-81-p6-100-mmsi-574565430
LUOI 97 D37,574942778,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luoi-97-d37-mmsi-574942778
LUOI B1 A5 HUU NGHIA,574694336,-,-,Fishing / FISHING,-,-,-,-,-,Vietnam,https://magicport.ai/vessels/fishing/luoi-b1-a5-huu-nghia-mmsi-574694336
LUOI B15 GOI 09,574819209,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luoi-b15-goi-09-mmsi-574819209
LUOI B15 GOI 882,898989888,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luoi-b15-goi-882-mmsi-898989888
LUOI BOY A38A36,574943885,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luoi-boy-a38a36-mmsi-574943885
LUOI C26 BP P176,574125300,-,-,Fishing / FISHING,-,-,-,-,-,Vietnam,https://magicport.ai/vessels/fishing/luoi-c26-bp-p176-mmsi-574125300
LUOI CUONG50 A37 C1,574120816,-,-,Fishing / FISHING,-,-,-,-,-,Vietnam,https://magicport.ai/vessels/fishing/luoi-cuong50-a37-c1-mmsi-574120816
LUOI D7 90 P1 99,574100200,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luoi-d7-90-p1-99-mmsi-574100200
LUOI DONG 109 C37,574125142,-,-,Fishing / FISHING,-,-,-,-,-,Vietnam,https://magicport.ai/vessels/fishing/luoi-dong-109-c37-mmsi-574125142
LUOI DONG89 C6B6,574203948,-,-,Fishing / FISHING,-,-,-,-,-,Vietnam,https://magicport.ai/vessels/fishing/luoi-dong89-c6b6-mmsi-574203948
LUOI GHE 02 C5 C7,574147486,-,1234567,Fishing / FISHING,-,-,26 m,-,-,-,https://magicport.ai/vessels/fishing/luoi-ghe-02-c5-c7-mmsi-574147486
LUOI GHE 45 19E E,514561398,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luoi-ghe-45-19e-e-mmsi-514561398
LUOI MIINH TAM F1,574563124,-,1234567,Fishing / FISHING,-,-,26 m,-,-,Vietnam,https://magicport.ai/vessels/fishing/luoi-miinh-tam-f1-mmsi-574563124
LUOI XU 57 C39,574132954,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luoi-xu-57-c39-mmsi-574132954
LUOI XU NOI B3O,574394747,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luoi-xu-noi-b3o-mmsi-574394747
LUOIDENPHATTAI82A10,574994489,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luoidenphattai82a10-mmsi-574994489
LUOIDONG B1,574888810,-,-,Fishing / FISHING,-,-,-,-,-,Vietnam,https://magicport.ai/vessels/fishing/luoidong-b1-mmsi-574888810
LUOIRUT DANGKHOI A33,574296779,-,-,Fishing / FISHING,-,-,-,-,-,Vietnam,https://magicport.ai/vessels/fishing/luoirut-dangkhoi-a33-mmsi-574296779
LUPENGYU65688,412323861,-,0000000,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/lupengyu65688-mmsi-412323861
LUPENGYU68888,413486258,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/lupengyu68888-mmsi-413486258
LUPENGYU78788,412338033,-,78788,Fishing / FISHING,-,-,16 m,-,-,China,https://magicport.ai/vessels/fishing/lupengyu78788-mmsi-412338033
LUQINGXINYU60178,412322973,-,60178,Fishing / FISHING,-,-,28 m,-,-,China,https://magicport.ai/vessels/fishing/luqingxinyu60178-mmsi-412322973
LUQINGXINYU60185,412347555,-,60185,Fishing / FISHING,-,-,26 m,-,-,China,https://magicport.ai/vessels/fishing/luqingxinyu60185-mmsi-412347555
LUQINGXINYU60857,412347187,999999999,60857,Fishing / FISHING,-,-,22 m,-,-,China,https://magicport.ai/vessels/fishing/luqingxinyu60857-mmsi-412347187
LUQINGXINYU65857,412347295,-,65857,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/luqingxinyu65857-mmsi-412347295
LUQINGXINYU66115,412347464,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/luqingxinyu66115-mmsi-412347464
LUQINGXINYU67168,412348236,-,0000000,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/luqingxinyu67168-mmsi-412348236
LUQINGXINYU69025,412347025,-,????#,Fishing / FISHING,-,-,16 m,-,-,China,https://magicport.ai/vessels/fishing/luqingxinyu69025-mmsi-412347025
LUQINGXINYU69157,412347078,-,659157,Fishing / FISHING,-,-,14 m,-,-,China,https://magicport.ai/vessels/fishing/luqingxinyu69157-mmsi-412347078
LUQINGXINYU69162,412347086,-,69162,Fishing / FISHING,-,-,14 m,-,-,China,https://magicport.ai/vessels/fishing/luqingxinyu69162-mmsi-412347086
LUQINGXINYU69182,412347277,-,69182,Fishing / FISHING,-,-,14 m,-,-,China,https://magicport.ai/vessels/fishing/luqingxinyu69182-mmsi-412347277
LUQINGXINYU69245,412347051,-,69245,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/luqingxinyu69245-mmsi-412347051
LUQINGXINYU69268,412349693,-,-,Fishing / FISHING,-,-,17 m,-,-,China,https://magicport.ai/vessels/fishing/luqingxinyu69268-mmsi-412349693
LUQINGXINYU69378,412347193,-,69378,Fishing / FISHING,-,-,14 m,-,-,China,https://magicport.ai/vessels/fishing/luqingxinyu69378-mmsi-412347193
LUQINGYU 03658 0899,412365808,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luqingyu-03658-0899-mmsi-412365808
LUQINGYU60678,412356984,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/luqingyu60678-mmsi-412356984
LUQINGYU78153,412348435,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luqingyu78153-mmsi-412348435
LURIHAIYU61137,412322442,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/lurihaiyu61137-mmsi-412322442
LURIHAIYU68137,412320856,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurihaiyu68137-mmsi-412320856
LURIHAIYU68455,412321181,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/lurihaiyu68455-mmsi-412321181
LURIHAIYU73018,412327041,-,-,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/lurihaiyu73018-mmsi-412327041
LURIHAIYU73023,412321045,-,-,Fishing / FISHING,-,-,12 m,-,-,-,https://magicport.ai/vessels/fishing/lurihaiyu73023-mmsi-412321045
LURIHAIYU77023,412320814,-,-,Fishing / FISHING,-,-,8 m,-,-,-,https://magicport.ai/vessels/fishing/lurihaiyu77023-mmsi-412320814
LURIHAIYU77080,412331759,-,???,Fishing / FISHING,-,-,9 m,-,-,China,https://magicport.ai/vessels/fishing/lurihaiyu77080-mmsi-412331759
LURIHAIYU77097,412321294,-,-,Fishing / FISHING,-,-,9 m,-,-,China,https://magicport.ai/vessels/fishing/lurihaiyu77097-mmsi-412321294
LURIHAIYU77105,412321366,-,77105,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/lurihaiyu77105-mmsi-412321366
LURIHAIYU77133,412321687,-,77133,Fishing / FISHING,-,-,8 m,-,-,-,https://magicport.ai/vessels/fishing/lurihaiyu77133-mmsi-412321687
LURIHAIYU77152,412331627,-,77152,Fishing / FISHING,-,-,8 m,-,-,-,https://magicport.ai/vessels/fishing/lurihaiyu77152-mmsi-412331627
LURIHAIYU77167,412321439,-,-,Fishing / FISHING,-,-,8 m,-,-,-,https://magicport.ai/vessels/fishing/lurihaiyu77167-mmsi-412321439
LURIHAIYU77200,412321608,-,77200,Fishing / FISHING,-,-,9 m,-,-,-,https://magicport.ai/vessels/fishing/lurihaiyu77200-mmsi-412321608
LURIHAIYU77208,412320568,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurihaiyu77208-mmsi-412320568
LURIHAIYU77232,412320854,-,-,Fishing / FISHING,-,-,8 m,-,-,-,https://magicport.ai/vessels/fishing/lurihaiyu77232-mmsi-412320854
LURIHAIYU77295,412320447,-,77295,Fishing / FISHING,-,-,5 m,-,-,China,https://magicport.ai/vessels/fishing/lurihaiyu77295-mmsi-412320447
LURIHAIYU77301,412320525,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurihaiyu77301-mmsi-412320525
LURIKAIYU63,412320053,-,0000000,Fishing / FISHING,-,-,8 m,-,-,-,https://magicport.ai/vessels/fishing/lurikaiyu63-mmsi-412320053
LURIKAIYU63580,412330386,-,0000000,Fishing / FISHING,-,-,5 m,-,-,China,https://magicport.ai/vessels/fishing/lurikaiyu63580-mmsi-412330386
LURIKAIYU73009,412328124,-,73009,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/lurikaiyu73009-mmsi-412328124
LURIKAIYU77023,412321784,-,77023,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/lurikaiyu77023-mmsi-412321784
LURIKAIYU77075,412323448,-,77075,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/lurikaiyu77075-mmsi-412323448
LURIKAIYU77112,412323443,-,77112,Fishing / FISHING,-,-,7 m,-,-,China,https://magicport.ai/vessels/fishing/lurikaiyu77112-mmsi-412323443
LURIKAIYUYANG66067,412321832,-,66067,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/lurikaiyuyang66067-mmsi-412321832
LURIKAIYUYANG66097,412323381,-,66097,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/lurikaiyuyang66097-mmsi-412323381
LURIKAIYUYANG66193,412321929,-,66193,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/lurikaiyuyang66193-mmsi-412321929
LURIKAIYUYANG66339,412328768,-,66339,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/lurikaiyuyang66339-mmsi-412328768
LURIKAIYUYANG66736,412323445,-,66736,Fishing / FISHING,-,-,7 m,-,-,China,https://magicport.ai/vessels/fishing/lurikaiyuyang66736-mmsi-412323445
LURIKAIYUYANG66755,412323415,-,66755,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/lurikaiyuyang66755-mmsi-412323415
LURISHANYU63168,412327100,-,0000000,Fishing / FISHING,-,-,15 m,-,-,-,https://magicport.ai/vessels/fishing/lurishanyu63168-mmsi-412327100
LURISHANYU63876,412322525,-,0000000,Fishing / FISHING,-,-,17 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyu63876-mmsi-412322525
LURISHANYU68209,412327642,-,68209,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyu68209-mmsi-412327642
LURISHANYU68301,412330068,-,-,Fishing / FISHING,-,-,10 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyu68301-mmsi-412330068
LURISHANYU68781,412328101,-,68781,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyu68781-mmsi-412328101
LURISHANYU68843,412327768,-,68843,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyu68843-mmsi-412327768
LURISHANYU68960,412328104,-,68960,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyu68960-mmsi-412328104
LURISHANYU77042,412332118,-,77042,Fishing / FISHING,-,-,7 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyu77042-mmsi-412332118
LURISHANYU77085,412332296,-,77085,Fishing / FISHING,-,-,5 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyu77085-mmsi-412332296
LURISHANYU77099,412328108,-,77099,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyu77099-mmsi-412328108
LURISHANYU77125,412329467,-,77125,Fishing / FISHING,-,-,9 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyu77125-mmsi-412329467
LURISHANYU77251,412327216,-,77251,Fishing / FISHING,-,-,5 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyu77251-mmsi-412327216
LURISHANYU77254,412328036,-,77254,Fishing / FISHING,-,-,11 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyu77254-mmsi-412328036
LURISHANYUYANG69018,412320277,-,0000000,Fishing / FISHING,-,-,10 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyuyang69018-mmsi-412320277
LURISHANYUYANG69306,412332302,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/lurishanyuyang69306-mmsi-412332302
LURISHANYUYANG69332,412332305,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurishanyuyang69332-mmsi-412332305
LURISHANYUYANG69597,412321512,-,69597,Fishing / FISHING,-,-,10 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyuyang69597-mmsi-412321512
LURISHANYUYANG69599,412328359,-,69599,Fishing / FISHING,-,-,9 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyuyang69599-mmsi-412328359
LURISHANYUYANG69661,412332101,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurishanyuyang69661-mmsi-412332101
LURISHANYUYANG69731,412332114,-,69731,Fishing / FISHING,-,-,9 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyuyang69731-mmsi-412332114
LURISHANYUYANG69737,412327227,-,0000000,Fishing / FISHING,-,-,10 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyuyang69737-mmsi-412327227
LURISHANYUYANG69776,412327179,-,69776,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyuyang69776-mmsi-412327179
LURISHANYUYANG69867,412321307,-,69867,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/lurishanyuyang69867-mmsi-412321307
LURONGYU2061,412327879,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurongyu2061-mmsi-412327879
LURONGYU5,412367888,-,-,Fishing / FISHING,-,-,16 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyu5-mmsi-412367888
LURONGYU50092,412327166,-,0000000,Fishing / FISHING,-,-,39 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyu50092-mmsi-412327166
LURONGYU50835,412322153,-,50835,Fishing / FISHING,-,-,26 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyu50835-mmsi-412322153
LURONGYU51172,412336595,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurongyu51172-mmsi-412336595
LURONGYU51190,412329836,-,51190,Fishing / FISHING,-,-,32 m,-,-,-,https://magicport.ai/vessels/fishing/lurongyu51190-mmsi-412329836
LURONGYU51207,412320344,-,51207,Fishing / FISHING,-,-,26 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyu51207-mmsi-412320344
LURONGYU51998 11575,519980115,-,-,Fishing / FISHING,-,-,50 m,-,-,-,https://magicport.ai/vessels/fishing/lurongyu51998-11575-mmsi-519980115
LURONGYU51998 12067,519980120,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurongyu51998-12067-mmsi-519980120
LURONGYU52086,412321076,-,52086,Fishing / FISHING,-,-,40 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyu52086-mmsi-412321076
LURONGYU52871,412330638,-,0000000,Fishing / FISHING,-,-,26 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyu52871-mmsi-412330638
LURONGYU52908,412321676,-,52908,Fishing / FISHING,-,-,26 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyu52908-mmsi-412321676
LURONGYU55176,800125222,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurongyu55176-mmsi-800125222
LURONGYU55505,412329341,-,0000000,Fishing / FISHING,-,-,32 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyu55505-mmsi-412329341
LURONGYU55562,412329015,-,0000000,Fishing / FISHING,-,-,26 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyu55562-mmsi-412329015
LURONGYU55652,412328072,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurongyu55652-mmsi-412328072
LURONGYU55653,412329815,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurongyu55653-mmsi-412329815
LURONGYU55797,412328307,-,0000000,Fishing / FISHING,-,-,30 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyu55797-mmsi-412328307
LURONGYU55900,412323877,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurongyu55900-mmsi-412323877
LURONGYU56977,412331204,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurongyu56977-mmsi-412331204
LURONGYU57000,412329891,-,0000000,Fishing / FISHING,-,-,26 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyu57000-mmsi-412329891
LURONGYU57166,800036802,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurongyu57166-mmsi-800036802
LURONGYU57657,412320885,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurongyu57657-mmsi-412320885
LURONGYU57988,412320871,-,57988,Fishing / FISHING,-,-,39 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyu57988-mmsi-412320871
LURONGYU58071,412322264,-,0000000,Fishing / FISHING,-,-,40 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyu58071-mmsi-412322264
LURONGYU58558,412329308,-,0000000,Fishing / FISHING,-,-,38 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyu58558-mmsi-412329308
LURONGYU58760,412330636,-,0000000,Fishing / FISHING,-,-,30 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyu58760-mmsi-412330636
LURONGYU58823 14,200000047,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurongyu58823-14-mmsi-200000047
LURONGYU58928,412331365,-,0000000,Fishing / FISHING,-,-,42 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyu58928-mmsi-412331365
LURONGYU6588,413910541,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurongyu6588-mmsi-413910541
LURONGYU7197,412321828,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/lurongyu7197-mmsi-412321828
LURONGYU72033,412328862,-,-,Fishing / FISHING,-,-,24 m,-,-,-,https://magicport.ai/vessels/fishing/lurongyu72033-mmsi-412328862
LURONGYUYANG65177,412326382,-,0000000,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyuyang65177-mmsi-412326382
LURONGYUYANG65543,412326772,-,0000000,Fishing / FISHING,-,-,11 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyuyang65543-mmsi-412326772
LURONGYUYANG65600,412326932,-,0000000,Fishing / FISHING,-,-,10 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyuyang65600-mmsi-412326932
LURONGYUYANG65969,412327634,-,0000000,Fishing / FISHING,-,-,12 m,-,-,China,https://magicport.ai/vessels/fishing/lurongyuyang65969-mmsi-412327634
LURONGYUYUN50035,412329989,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurongyuyun50035-mmsi-412329989
LURONGYUYUN50036,412329991,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/lurongyuyun50036-mmsi-412329991
LURONGYUYUN50191,965850191,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/lurongyuyun50191-mmsi-965850191
LURONQYU58266,412334677,-,03266,Fishing / FISHING,-,-,64 m,-,-,China,https://magicport.ai/vessels/fishing/luronqyu58266-mmsi-412334677
LURUYU64188,412322099,-,0000000,Fishing / FISHING,-,-,14 m,-,-,China,https://magicport.ai/vessels/fishing/luruyu64188-mmsi-412322099
LURUYU64428,412322101,-,0000000,Fishing / FISHING,-,-,14 m,-,-,China,https://magicport.ai/vessels/fishing/luruyu64428-mmsi-412322101
LURUYU64477,412325372,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/luruyu64477-mmsi-412325372
LURUYU64578,412336992,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/luruyu64578-mmsi-412336992
LURUYU64606,412322137,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luruyu64606-mmsi-412322137
LURUYU64791,412322214,-,64791,Fishing / FISHING,-,-,14 m,-,-,China,https://magicport.ai/vessels/fishing/luruyu64791-mmsi-412322214
LURUYU64899,412325376,-,0000000,Fishing / FISHING,-,-,18 m,-,-,China,https://magicport.ai/vessels/fishing/luruyu64899-mmsi-412325376
LURUYU64933,412329726,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luruyu64933-mmsi-412329726
LUSHOUYU65017,412325787,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/lushouyu65017-mmsi-412325787
LUSHOUYU65362,412325662,-,0000000,Fishing / FISHING,-,-,33 m,-,-,China,https://magicport.ai/vessels/fishing/lushouyu65362-mmsi-412325662
LUWEIJINGYU51168,412321248,-,0000000,Fishing / FISHING,-,-,38 m,-,-,China,https://magicport.ai/vessels/fishing/luweijingyu51168-mmsi-412321248
LUWEIJINGYU60459,412325449,-,0000000,Fishing / FISHING,-,-,28 m,-,-,China,https://magicport.ai/vessels/fishing/luweijingyu60459-mmsi-412325449
LUWEIJINGYU63133,412330816,-,0000000,Fishing / FISHING,-,-,6 m,-,-,China,https://magicport.ai/vessels/fishing/luweijingyu63133-mmsi-412330816
LUWEIJINGYU63396,412331242,-,-,Fishing / FISHING,-,-,34 m,-,-,-,https://magicport.ai/vessels/fishing/luweijingyu63396-mmsi-412331242
LUWEIJINGYU65018,412331322,-,-,Fishing / FISHING,-,-,6 m,-,-,China,https://magicport.ai/vessels/fishing/luweijingyu65018-mmsi-412331322
LUWEIYU62022,412333224,-,0000000,Fishing / FISHING,-,-,6 m,-,-,China,https://magicport.ai/vessels/fishing/luweiyu62022-mmsi-412333224
LUWEIYU7687,412327811,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luweiyu7687-mmsi-412327811
LUWENYU2885,412324882,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luwenyu2885-mmsi-412324882
LUWENYU53348,412325094,-,0000000,Fishing / FISHING,-,-,26 m,-,-,China,https://magicport.ai/vessels/fishing/luwenyu53348-mmsi-412325094
LUWENYU68382,412335641,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luwenyu68382-mmsi-412335641
LUYANKAIYU3277,412324111,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luyankaiyu3277-mmsi-412324111
LUYANKAIYU3297,412324121,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luyankaiyu3297-mmsi-412324121
LUYANKAIYU3480,412324057,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luyankaiyu3480-mmsi-412324057
LUYANKAIYU60013,412324181,-,0000000,Fishing / FISHING,-,-,11 m,-,-,China,https://magicport.ai/vessels/fishing/luyankaiyu60013-mmsi-412324181
LUYANKAIYU60080,412324101,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luyankaiyu60080-mmsi-412324101
LUYANKAIYU60216,412324226,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luyankaiyu60216-mmsi-412324226
LUYANKAIYU60288,412334128,-,-,Fishing / FISHING,-,-,28 m,-,-,China,https://magicport.ai/vessels/fishing/luyankaiyu60288-mmsi-412334128
LUYANKAIYU60688,412324133,-,60688,Fishing / FISHING,-,-,9 m,-,-,China,https://magicport.ai/vessels/fishing/luyankaiyu60688-mmsi-412324133
LUYANKAIYU63551,412328642,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luyankaiyu63551-mmsi-412328642
LUYANKAIYU63569,412337307,-,63569,Fishing / FISHING,-,-,10 m,-,-,-,https://magicport.ai/vessels/fishing/luyankaiyu63569-mmsi-412337307
LUYANY 61565,800047366,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luyany-61565-mmsi-800047366
LUYANYU61358,412337233,-,61358,Fishing / FISHING,-,-,11 m,-,-,China,https://magicport.ai/vessels/fishing/luyanyu61358-mmsi-412337233
LUYANYU68051,412337243,-,68051,Fishing / FISHING,-,-,9 m,-,-,China,https://magicport.ai/vessels/fishing/luyanyu68051-mmsi-412337243
LUZHANYU0512,412327572,-,0000000,Fishing / FISHING,-,-,21 m,-,-,China,https://magicport.ai/vessels/fishing/luzhanyu0512-mmsi-412327572
LUZHANYU5125,412326481,-,0000000,Fishing / FISHING,-,-,10 m,-,-,China,https://magicport.ai/vessels/fishing/luzhanyu5125-mmsi-412326481
LUZHANYU5147,412326487,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/luzhanyu5147-mmsi-412326487
LUZHANYU60056,412325862,-,60056,Fishing / FISHING,-,-,30 m,-,-,China,https://magicport.ai/vessels/fishing/luzhanyu60056-mmsi-412325862
LUZHANYU60820,412229128,-,0000000,Fishing / FISHING,-,-,10 m,-,-,China,https://magicport.ai/vessels/fishing/luzhanyu60820-mmsi-412229128
LUZHANYU60821,412229129,-,0000000,Fishing / FISHING,-,-,10 m,-,-,China,https://magicport.ai/vessels/fishing/luzhanyu60821-mmsi-412229129
LUZHANYU60833,412229135,-,0000000,Fishing / FISHING,-,-,11 m,-,-,China,https://magicport.ai/vessels/fishing/luzhanyu60833-mmsi-412229135
