name,mmsi,imo,call_sign,vessel_type__sub_type,gross_tonnage,deadweight,length,year_built,built_at_(shipyard),country,url
A BCD,242000001,1000089,CNA7807,Unspecified / OTHER,-,-,-,-,-,Morocco,https://magicport.ai/vessels/unspecified/a-bcd-mmsi-242000001
A DUNG B9,574111989,-,FARRHER,Fishing / FISHING,-,-,32 m,-,-,Vietnam,https://magicport.ai/vessels/fishing/a-dung-b9-mmsi-574111989
A LUC C1DA CAO,574567495,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/a-luc-c1da-cao-mmsi-574567495
A T Z 11,9127519,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/a-t-z-11-mmsi-9127519
A615012,412005012,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/a615012-mmsi-412005012
A7VAPCO,574213075,-,-,Fishing / FISHING,-,-,20 m,-,-,Vietnam,https://magicport.ai/vessels/fishing/a7vapco-mmsi-574213075
AA11667 1694,222222216,-,-,Fishing / FISHING,-,-,80 m,-,-,-,https://magicport.ai/vessels/fishing/aa11667-1694-mmsi-222222216
AA32233 2899,322330028,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/aa32233-2899-mmsi-322330028
AAAA8,1140,-,XIPU,Fishing / FISHING,-,-,46 m,-,-,-,https://magicport.ai/vessels/fishing/aaaa8-mmsi-1140
AAAAAAAAAAAAAAAAAA,200017401,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/aaaaaaaaaaaaaaaaaa-mmsi-200017401
AAAAAAAAAAAAAAAAAA,800050983,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/aaaaaaaaaaaaaaaaaa-mmsi-800050983
AAAAAAAAAAAAAAAAAA,200020825,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/aaaaaaaaaaaaaaaaaa-mmsi-200020825
AAAAAAAAAAAAAAAAAA,200013865,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/aaaaaaaaaaaaaaaaaa-mmsi-200013865
AAAAAAAAAAAAAAAAAA,800051112,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/aaaaaaaaaaaaaaaaaa-mmsi-800051112
AAFJORD,257303140,-,LF4255,Fishing / FISHING,-,-,10 m,-,-,Norway,https://magicport.ai/vessels/fishing/aafjord-mmsi-257303140
AAH ALJASI,408900819,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/aah-aljasi-mmsi-408900819
AARLAND,257030460,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/aarland-mmsi-257030460
AARON S,316021048,-,-,Fishing / FISHING,-,-,9 m,-,-,Canada,https://magicport.ai/vessels/fishing/aaron-s-mmsi-316021048
AASEFAT ALSOFON,408907238,-,BH7650,Fishing / FISHING,-,-,5 m,-,-,-,https://magicport.ai/vessels/fishing/aasefat-alsofon-mmsi-408907238
ABADI 7,525101993,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/abadi-7-mmsi-525101993
ABC A8,574911041,-,-,Fishing / FISHING,-,-,-,-,-,Vietnam,https://magicport.ai/vessels/fishing/abc-a8-mmsi-574911041
ABC14039,413814039,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/abc14039-mmsi-413814039
ABCDE 73,412999994,-,-,Fishing / FISHING,-,-,3 m,-,-,China,https://magicport.ai/vessels/fishing/abcde-73-mmsi-412999994
ABCDE 88,412999993,-,-,Fishing / FISHING,-,-,3 m,-,-,China,https://magicport.ai/vessels/fishing/abcde-88-mmsi-412999993
ABDUL SADIQ,463160321,-,-,Fishing / FISHING,-,-,-,-,-,Pakistan,https://magicport.ai/vessels/fishing/abdul-sadiq-mmsi-463160321
ABDULLAH MELEK,271072388,-,-,Fishing / FISHING,-,-,-,-,-,Turkey,https://magicport.ai/vessels/fishing/abdullah-melek-mmsi-271072388
ABO AL FATHEL 3,403715560,-,HZG3130,Fishing / FISHING,-,-,5 m,-,-,Saudi Arabia,https://magicport.ai/vessels/fishing/abo-al-fathel-3-mmsi-403715560
ABRAMAR,775993309,-,-,Fishing / FISHING,-,-,-,-,-,Venezuela,https://magicport.ai/vessels/fishing/abramar-mmsi-775993309
ABU ENAS,408902143,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/abu-enas-mmsi-408902143
AC36982,413354568,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/ac36982-mmsi-413354568
ACADIAN,316013160,-,-,Fishing / FISHING,-,-,-,-,-,Canada,https://magicport.ai/vessels/fishing/acadian-mmsi-316013160
ACH RO 85 A 39,574888885,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/ach-ro-85-a-39-mmsi-574888885
ADAHJMDATJGNDTPGJ,900028979,-,-,Fishing / FISHING,-,-,536 m,-,-,-,https://magicport.ai/vessels/fishing/adahjmdatjgndtpgj-mmsi-900028979
ADAM,422015566,-,-,Fishing / FISHING,-,-,-,-,-,Iran,https://magicport.ai/vessels/fishing/adam-mmsi-422015566
ADJ,413008798,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/adj-mmsi-413008798
ADLIN,408906588,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/adlin-mmsi-408906588
AFRODITE,259003720,-,LL2758,Fishing / FISHING,-,-,8 m,-,-,Norway,https://magicport.ai/vessels/fishing/afrodite-mmsi-259003720
AGIOS NIKOLAOS,237983000,-,-,Fishing / FISHING,-,-,-,-,-,Greece,https://magicport.ai/vessels/fishing/agios-nikolaos-mmsi-237983000
AGUIA DO MAR V,714430110,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/aguia-do-mar-v-mmsi-714430110
AH 8 WGW,412472213,-,-,Fishing / FISHING,-,-,120 m,-,-,-,https://magicport.ai/vessels/fishing/ah-8-wgw-mmsi-412472213
AHLAM ALFATAH ALTAIR,408901308,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/ahlam-alfatah-altair-mmsi-408901308
AHMAD 310751,431075100,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/ahmad-310751-mmsi-431075100
AHMAD REZA,422005261,-,-,Fishing / FISHING,-,-,-,-,-,Iran,https://magicport.ai/vessels/fishing/ahmad-reza-mmsi-422005261
AHMED,422310936,-,-,Fishing / FISHING,-,-,-,-,-,Iran,https://magicport.ai/vessels/fishing/ahmed-mmsi-422310936
AHOOD,408901343,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/ahood-mmsi-408901343
AIAYAD 3405,466512390,-,3405,Fishing / FISHING,-,-,20 m,-,-,Qatar,https://magicport.ai/vessels/fishing/aiayad-3405-mmsi-466512390
AIRBUS 2,877223102,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/airbus-2-mmsi-877223102
AIRBUS 3,877223053,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/airbus-3-mmsi-877223053
AIS 1 99,111111127,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/ais-1-99-mmsi-111111127
AIS TEST SHIP ONLINE,6183,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/ais-test-ship-online-mmsi-6183
AISANMARU NO.18,431018011,-,-,Fishing / FISHING,-,-,20 m,-,-,Japan,https://magicport.ai/vessels/fishing/aisanmaru-no18-mmsi-431018011
AISB,8072781,-,-,Fishing / FISHING,-,-,1 m,-,-,-,https://magicport.ai/vessels/fishing/aisb-mmsi-8072781
AISUMARU,431008208,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/aisumaru-mmsi-431008208
AJIN,440109430,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/ajin-mmsi-440109430
AKIYOSHIMARU,431024214,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/akiyoshimaru-mmsi-431024214
AKPENVWE,657237400,-,-,Fishing / FISHING,-,-,-,-,-,Nigeria,https://magicport.ai/vessels/fishing/akpenvwe-mmsi-657237400
AKSEL JOHAN,258030700,9924936,JXRN,Unspecified / OTHER,450 MTs,-,40 m,2024,-,-,https://magicport.ai/vessels/unspecified/aksel-johan-mmsi-258030700
AL BATHER,408901216,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/al-bather-mmsi-408901216
AL DAWISH,466514140,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/al-dawish-mmsi-466514140
AL DIRANI 2,408902077,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/al-dirani-2-mmsi-408902077
AL FIRDOS 44031,422972045,-,CH69,Fishing / FISHING,-,-,20 m,-,-,-,https://magicport.ai/vessels/fishing/al-firdos-44031-mmsi-422972045
AL HAITHAM,403231210,-,-,Fishing / FISHING,-,-,-,-,-,Saudi Arabia,https://magicport.ai/vessels/fishing/al-haitham-mmsi-403231210
AL HILAL AL QASIB,408901215,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/al-hilal-al-qasib-mmsi-408901215
AL KANG,408011722,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/al-kang-mmsi-408011722
AL RAZAQ,408906575,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/al-razaq-mmsi-408906575
AL ROWENA,408901044,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/al-rowena-mmsi-408901044
ALABBAS 3,403770510,-,HZG1094,Fishing / FISHING,-,-,7 m,-,-,Saudi Arabia,https://magicport.ai/vessels/fishing/alabbas-3-mmsi-403770510
ALADAN,408901295,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/aladan-mmsi-408901295
ALAFAD,466585850,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/alafad-mmsi-466585850
ALAWI 14368,403721770,-,HZG3930,Fishing / FISHING,-,-,9 m,-,-,Saudi Arabia,https://magicport.ai/vessels/fishing/alawi-14368-mmsi-403721770
ALBACORE,310996821,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/albacore-mmsi-310996821
ALBALADIYA 18,466517570,-,A7E4290,Fishing / FISHING,-,-,9 m,-,-,Qatar,https://magicport.ai/vessels/fishing/albaladiya-18-mmsi-466517570
ALBARIQ,403767850,-,HZG0123,Fishing / FISHING,-,-,16 m,-,-,Saudi Arabia,https://magicport.ai/vessels/fishing/albariq-mmsi-403767850
ALBATTR 1,403709670,-,HZG3823,Fishing / FISHING,-,-,8 m,-,-,Saudi Arabia,https://magicport.ai/vessels/fishing/albattr-1-mmsi-403709670
ALBUSTAN 13204,403780960,-,HZG3545,Fishing / FISHING,-,-,8 m,-,-,Saudi Arabia,https://magicport.ai/vessels/fishing/albustan-13204-mmsi-403780960
ALDKEIL,408907019,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/aldkeil-mmsi-408907019
ALFISHT 59876,403702880,-,HZG2947,Fishing / FISHING,-,-,9 m,-,-,Saudi Arabia,https://magicport.ai/vessels/fishing/alfisht-59876-mmsi-403702880
ALFORAT,422728400,4220000,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/alforat-mmsi-422728400
ALGHAZAL,403750670,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/alghazal-mmsi-403750670
ALHOUR,408902153,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/alhour-mmsi-408902153
ALISON ROSE,366725960,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/alison-rose-mmsi-366725960
ALJANOOP ALTHALITH,403703160,-,HZG3010,Fishing / FISHING,-,-,6 m,-,-,Saudi Arabia,https://magicport.ai/vessels/fishing/aljanoop-althalith-mmsi-403703160
ALKHIR1,408902144,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/alkhir1-mmsi-408902144
ALMAD,408902220,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/almad-mmsi-408902220
ALMETHALI 2 13931,403710370,-,HZG3832,Fishing / FISHING,-,-,9 m,-,-,Saudi Arabia,https://magicport.ai/vessels/fishing/almethali-2-13931-mmsi-403710370
ALMOHEEB 3,403777370,-,HZG0897,Fishing / FISHING,-,-,6 m,-,-,-,https://magicport.ai/vessels/fishing/almoheeb-3-mmsi-403777370
ALMOTAD BLAAH,466590470,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/almotad-blaah-mmsi-466590470
ALNAWRAS ALSAGEER,408902100,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/alnawras-alsageer-mmsi-408902100
ALQALAM,403741360,-,HZG3257,Fishing / FISHING,-,-,8 m,-,-,Saudi Arabia,https://magicport.ai/vessels/fishing/alqalam-mmsi-403741360
ALQARN,408906617,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/alqarn-mmsi-408906617
ALSABTI,408901424,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/alsabti-mmsi-408901424
ALSAHAB ALTHAMIN,403728070,-,-,Fishing / FISHING,-,-,7 m,-,-,-,https://magicport.ai/vessels/fishing/alsahab-althamin-mmsi-403728070
ALSALMYA,403156210,-,-,Fishing / FISHING,-,-,-,-,-,Saudi Arabia,https://magicport.ai/vessels/fishing/alsalmya-mmsi-403156210
ALSUKER LAL,408906587,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/alsuker-lal-mmsi-408906587
ALUMACRAFT,338094558,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/alumacraft-mmsi-338094558
AMAASH,447000471,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/amaash-mmsi-447000471
AMERICAN CLASSIC,366752720,1068050,WCY5466,Unspecified / OTHER,-,-,31 m,-,-,Usa,https://magicport.ai/vessels/unspecified/american-classic-mmsi-366752720
AMPHITRITE KY267,232041648,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/amphitrite-ky267-mmsi-232041648
AN FONG NO.38,416004354,-,-,Fishing / FISHING,-,-,25 m,-,-,Taiwan,https://magicport.ai/vessels/fishing/an-fong-no38-mmsi-416004354
AN SAN HO,440061760,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/an-san-ho-mmsi-440061760
AN WEN FA NO 888,416246700,-,-,Fishing / FISHING,-,-,-,-,-,Taiwan,https://magicport.ai/vessels/fishing/an-wen-fa-no-888-mmsi-416246700
ANA ROSA,775993857,-,-,Fishing / FISHING,-,-,-,-,-,Venezuela,https://magicport.ai/vessels/fishing/ana-rosa-mmsi-775993857
ANAD RASASI,403702280,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/anad-rasasi-mmsi-403702280
ANANT,419901764,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/anant-mmsi-419901764
ANASTASIOS,240456000,8789092,SW2395,Fishing / FISHING,-,-,16 m,-,-,Greece,https://magicport.ai/vessels/fishing/anastasios-mmsi-240456000
ANATOLI FIRSOV,273250780,9264269,UAIB6,Fishing / FISHING,-,-,49 m,2002,-,-,https://magicport.ai/vessels/fishing/anatoli-firsov-mmsi-273250780
ANDSNES,257066570,-,LE2055,Fishing / FISHING,-,-,7 m,-,-,Norway,https://magicport.ai/vessels/fishing/andsnes-mmsi-257066570
ANES AL NOFOS,403785350,-,HZG2836,Fishing / FISHING,-,-,17 m,-,-,Saudi Arabia,https://magicport.ai/vessels/fishing/anes-al-nofos-mmsi-403785350
ANGEL BOAT,419108279,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/angel-boat-mmsi-419108279
ANGIE BABY,338160458,-,?,Fishing / FISHING,-,-,-,-,-,Usa,https://magicport.ai/vessels/fishing/angie-baby-mmsi-338160458
ANGKASA JAYA 1,525900545,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/angkasa-jaya-1-mmsi-525900545
ANH C0NG 816 B40,574609116,-,ZZ,Fishing / FISHING,-,-,130 m,-,-,Vietnam,https://magicport.ai/vessels/fishing/anh-c0ng-816-b40-mmsi-574609116
ANH KHANG98468,574455145,-,-,Fishing / FISHING,-,-,-,-,-,Vietnam,https://magicport.ai/vessels/fishing/anh-khang98468-mmsi-574455145
ANH NGUYEN 83,574038869,-,-,Fishing / FISHING,-,-,-,-,-,Vietnam,https://magicport.ai/vessels/fishing/anh-nguyen-83-mmsi-574038869
ANH40 A20,574207125,-,-,Fishing / FISHING,-,-,-,-,-,Vietnam,https://magicport.ai/vessels/fishing/anh40-a20-mmsi-574207125
ANHANGJI688,413788126,-,456,Fishing / FISHING,-,-,43 m,-,-,China,https://magicport.ai/vessels/fishing/anhangji688-mmsi-413788126
ANHKHOA 87NH0,417933769,-,-,Fishing / FISHING,-,-,-,-,-,Sri Lanka,https://magicport.ai/vessels/fishing/anhkhoa-87nh0-mmsi-417933769
ANOTHER TOY,408906856,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/another-toy-mmsi-408906856
ANOWAS AL BAQI 2,408901086,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/anowas-al-baqi-2-mmsi-408901086
ANTARTIKA 04,525301732,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/antartika-04-mmsi-525301732
ANUGRAH 2,525700982,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/anugrah-2-mmsi-525700982
ANUGRAH KASIH SAMPUR,525401335,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/anugrah-kasih-sampur-mmsi-525401335
AO CHAO YANG 12196,412469004,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/ao-chao-yang-12196-mmsi-412469004
AO YANG JIANG 96277,412000227,-,BO12345,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/ao-yang-jiang-96277-mmsi-412000227
AOYAGI HIROMARU,431019451,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/aoyagi-hiromaru-mmsi-431019451
AQS HEIMDAL,259031550,9959163,LHDN,Fishing / FISHING,355 MTs,-,26 m,2024,-,-,https://magicport.ai/vessels/fishing/aqs-heimdal-mmsi-259031550
AQS SAGA,259031540,9959151,LHDI,Unspecified / OTHER,-,-,21 m,2024,-,-,https://magicport.ai/vessels/unspecified/aqs-saga-mmsi-259031540
AQUA HOLIC 2,316041639,-,-,Fishing / FISHING,-,-,-,-,-,Canada,https://magicport.ai/vessels/fishing/aqua-holic-2-mmsi-316041639
AQUA VIT,310996660,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/aqua-vit-mmsi-310996660
AQUARIUS,257034080,-,LH2356,Fishing / FISHING,-,-,10 m,-,-,Norway,https://magicport.ai/vessels/fishing/aquarius-mmsi-257034080
AQUILLA ROY AR89,235081341,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/aquilla-roy-ar89-mmsi-235081341
ARA,257112740,-,LF6914,Fishing / FISHING,-,-,6 m,-,-,-,https://magicport.ai/vessels/fishing/ara-mmsi-257112740
ARA 2,440413690,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/ara-2-mmsi-440413690
ARARI,440204980,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/arari-mmsi-440204980
ARCTURUS,235050118,-,-,Fishing / FISHING,-,-,-,-,-,United Kingdom,https://magicport.ai/vessels/fishing/arcturus-mmsi-235050118
ARGA SEPTIMO,224633640,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/arga-septimo-mmsi-224633640
ARMENISTIS,240481000,-,SY6928,Fishing / FISHING,-,-,15 m,-,-,Greece,https://magicport.ai/vessels/fishing/armenistis-mmsi-240481000
ARNOEYGUTT,257258420,-,LM4449,Fishing / FISHING,-,-,9 m,-,-,Norway,https://magicport.ai/vessels/fishing/arnoeygutt-mmsi-257258420
AROOS AL JANOOB 2,408901145,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/aroos-al-janoob-2-mmsi-408901145
AROSH PUTHA2,896,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/arosh-putha2-mmsi-896
ARTHURS PRIDE,316021505,-,-,Fishing / FISHING,-,-,-,-,-,Canada,https://magicport.ai/vessels/fishing/arthurs-pride-mmsi-316021505
ARVOREDO,714430086,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/arvoredo-mmsi-714430086
AS 9 HUMMEREN,219023435,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/as-9-hummeren-mmsi-219023435
AS99,201100135,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/as99-mmsi-201100135
ASIA JAYA 01,525401162,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/asia-jaya-01-mmsi-525401162
ASIA MAKMUR,525500065,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/asia-makmur-mmsi-525500065
ASIA MAKMUR RJKI 07,525401451,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/asia-makmur-rjki-07-mmsi-525401451
ASKURAKI,408901082,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/askuraki-mmsi-408901082
ASMAK JARADA 1,408902029,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/asmak-jarada-1-mmsi-408902029
ATLANTA II SH84,235060213,-,2AJM3,Fishing / FISHING,-,-,-,-,-,United Kingdom,https://magicport.ai/vessels/fishing/atlanta-ii-sh84-mmsi-235060213
ATLANTIC CHIEFTAIN,250005813,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/atlantic-chieftain-mmsi-250005813
ATLANTIC COMMANDER,316010189,-,-,Unspecified / OTHER,-,-,-,-,-,Canada,https://magicport.ai/vessels/unspecified/atlantic-commander-mmsi-316010189
ATLANTIC GRACE,250004334,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/atlantic-grace-mmsi-250004334
ATLANTIC RENEGADE,316032883,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/atlantic-renegade-mmsi-316032883
AUGUST,258014450,-,LF7264,Fishing / FISHING,-,-,6 m,-,-,Norway,https://magicport.ai/vessels/fishing/august-mmsi-258014450
AUNG PAING SOE 8,9006330,-,XZY3628,Fishing / FISHING,-,-,100 m,-,-,-,https://magicport.ai/vessels/fishing/aung-paing-soe-8-mmsi-9006330
AUNG SEIN LWIN 25,506003180,-,XZY6985,Fishing / FISHING,-,-,19 m,-,-,Myanmar,https://magicport.ai/vessels/fishing/aung-sein-lwin-25-mmsi-506003180
AUNG SU MON 45,9127582,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/aung-su-mon-45-mmsi-9127582
AUNG THU ZAW 069,9128143,-,100200,Fishing / FISHING,-,-,29 m,-,-,-,https://magicport.ai/vessels/fishing/aung-thu-zaw-069-mmsi-9128143
AURORA B515,235095948,-,-,Fishing / FISHING,-,-,-,-,-,United Kingdom,https://magicport.ai/vessels/fishing/aurora-b515-mmsi-235095948
AUTUMN & DESTIN,316042252,-,-,Fishing / FISHING,-,-,-,-,-,Canada,https://magicport.ai/vessels/fishing/autumn-destin-mmsi-316042252
AWAL ALKHAIRAT,403791650,-,HZG2897,Fishing / FISHING,-,-,10 m,-,-,Saudi Arabia,https://magicport.ai/vessels/fishing/awal-alkhairat-mmsi-403791650
AZIM,408901077,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/azim-mmsi-408901077
AZITHO,440154340,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/azitho-mmsi-440154340
AZZAHRA,525201467,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/azzahra-mmsi-525201467
AZZAM 82,525800178,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/azzam-82-mmsi-525800178
B 40 93,574910885,1234567,1234567,Fishing / FISHING,-,-,26 m,-,Imabari Shipbuilding Company Limited,Vietnam,https://magicport.ai/vessels/fishing/b-40-93-mmsi-574910885
B0 JARRAH,447818000,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/b0-jarrah-mmsi-447818000
B0K YONG,440120650,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/b0k-yong-mmsi-440120650
BA DA,440010710,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/ba-da-mmsi-440010710
BA DA SA RANG HO,440203480,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/ba-da-sa-rang-ho-mmsi-440203480
BA DE LXU B37,574098758,-,-,Fishing / FISHING,-,-,-,-,-,Vietnam,https://magicport.ai/vessels/fishing/ba-de-lxu-b37-mmsi-574098758
BACDEF,567909376,-,1234567,Fishing / FISHING,-,-,18 m,-,-,Thailand,https://magicport.ai/vessels/fishing/bacdef-mmsi-567909376
BAD BOYS,316009682,-,CH16,Fishing / FISHING,-,-,12 m,-,-,Canada,https://magicport.ai/vessels/fishing/bad-boys-mmsi-316009682
BADAHO2,440210370,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/badaho2-mmsi-440210370
BADRIAH 188162,403707980,-,HZG4761,Fishing / FISHING,-,-,7 m,-,-,Saudi Arabia,https://magicport.ai/vessels/fishing/badriah-188162-mmsi-403707980
BAGHAVATH DWAJA,419858318,-,1234567,Fishing / FISHING,-,-,26 m,-,-,India,https://magicport.ai/vessels/fishing/baghavath-dwaja-mmsi-419858318
BAH,408901167,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/bah-mmsi-408901167
BAHARNA GHAIR,408902169,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/baharna-ghair-mmsi-408902169
BAIA DOURADA 1,711230000,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/baia-dourada-1-mmsi-711230000
